img_id,Sample,Image,Name,Image Name,expo_id,Country,Group,Class,Class Description,Granular Location - Map,Palace Gallery Section,Palace Gallery Section Name,Area,Locale Type,Critical Theme,Topical Theme,People,Animal,Animal Type,Plant,Plant Type,Sound,Sound Type,Prize,Prize Type,Material,Creator,Image Framing,Image Materiality,Text-in-Frame,Text-in-Image,Associated Excerpt(s),Excerpt Image ,Excerpted Source(s),Source File(s),Associated Image(s),Links,Comments,Medium,Author,Approx Orig Resolution,Collection
505,,,FRDAFAN81_OF12v1127_A,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
506,,,FRDAFAN81_OF12v1128_A,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
507,,,FRDAFAN81_OF12v1129_A,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
508,,,FRDAFAN81_OF12v1130_A,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
509,,,FRDAFAN81_OF12v1131_A,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
510,,,FRDAFAN81_OF12v1132_A,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
511,,,FRDAFAN81_OF12v1133_A,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
512,,,FRDAFAN81_OF12v1134_A,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
513,,,FRDAFAN81_OF12v1135_A,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
514,,,FRDAFAN81_OF12v1136_A,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
515,,,FRDAFAN81_OF12v1137_A,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
516,,,FRDAFAN81_OF12v1138_A,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
517,,,FRDAFAN81_OF12v1139_A,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
518,,,FRDAFAN81_OF12v1140_A,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
519,,,FRDAFAN81_OF12v1141_A,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
520,,,FRDAFAN81_OF12v1142_A,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
521,,,FRDAFAN81_OF12v1146_A,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
523,,,FRDAFAN81_OF12v1148_A,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
524,,,FRDAFAN81_OF12v1150_A,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
525,,,FRDAFAN81_OF12v1151_A,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
526,,,FRDAFAN81_OF12v1152_A,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
527,,,FRDAFAN81_OF12v1153_A,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
528,,,FRDAFAN81_OF12v1154_A,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
529,,,FRDAFAN81_OF12v1156_A,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
530,,,FRDAFAN81_OF12v1157_A,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
531,,,FRDAFAN81_OF12v1159_A,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
532,,,FRDAFAN81_OF12v1160_A,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
533,,,FRDAFAN81_OF12v1161_A,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
534,,,FRDAFAN81_OF12v1163_A,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
535,,,FRDAFAN81_OF12v1164_A,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
536,,,FRDAFAN81_OF12v1165_A,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
537,,,FRDAFAN81_OF12v1166_A,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
538,,,FRDAFAN81_OF12v1167_A,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
539,,,FRDAFAN81_OF12v1168_A,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
540,,,FRDAFAN81_OF12v1169_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
541,,,FRDAFAN81_OF12v1170_A,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
542,,,FRDAFAN81_OF12v1172_A,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
543,,,FRDAFAN81_OF12v1173_A,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
544,,,FRDAFAN81_OF12v1174_A,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
545,,,FRDAFAN81_OF12v1175_A,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
546,,,FRDAFAN81_OF12v1177_A,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
547,,,FRDAFAN81_OF12v1179_A,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
548,,,FRDAFAN81_OF12v1180_A,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
549,,,FRDAFAN81_OF12v1181_A,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
550,,,FRDAFAN81_OF12v1182_A,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
551,,,FRDAFAN81_OF12v1183_A,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
552,,,FRDAFAN81_OF12v1184_A,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
553,,,FRDAFAN81_OF12v1185_A,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
554,,,FRDAFAN81_OF12v1186_A,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
555,,,FRDAFAN81_OF12v1189_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
556,,,FRDAFAN81_OF12v1190_A,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
557,,,FRDAFAN81_OF12v1192_A,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
558,,,FRDAFAN81_OF12v1193_A,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
559,,,FRDAFAN81_OF12v1194_A,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
560,,,FRDAFAN81_OF12v1195_A,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
561,,,FRDAFAN81_OF12v1196_A,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
562,,,FRDAFAN81_OF12v1197_A,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
563,,,FRDAFAN81_OF12v1198_A,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
564,,,FRDAFAN81_OF12v1199_A,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
565,,,FRDAFAN81_OF12v1200_A,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
566,,,FRDAFAN81_OF12v1201_A,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
567,,,FRDAFAN81_OF12v1202_A,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
568,,,FRDAFAN81_OF12v1203_A,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
569,,,FRDAFAN81_OF12v1204_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
570,,,FRDAFAN81_OF12v1205_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
571,,,FRDAFAN81_OF12v1206_A,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
572,,,FRDAFAN81_OF12v1207_A,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
573,,,FRDAFAN81_OF12v1208_A,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
574,,,FRDAFAN81_OF12v1209_A,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
575,,,FRDAFAN81_OF12v1211_A,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
576,,,FRDAFAN81_OF12v1212_A,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
577,,,FRDAFAN81_OF12v1213_A,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
578,,,FRDAFAN81_OF12v1214_A,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
579,,,FRDAFAN81_OF12v1215_A,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
580,,,FRDAFAN81_OF12v1216_A,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
581,,,FRDAFAN81_OF12v1218_A,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
582,,,FRDAFAN81_OF12v1220_A,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
583,,,FRDAFAN81_OF12v1221_A,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
584,,,FRDAFAN81_OF12v1223_A,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
585,,,FRDAFAN81_OF12v1224_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
586,,,FRDAFAN81_OF12v1225_A,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
587,,,FRDAFAN81_OF12v1228_A,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
588,,,FRDAFAN81_OF12v1229_A,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
589,,,FRDAFAN81_OF12v1232_A,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
590,,,FRDAFAN81_OF12v1235_A,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
591,,,FRDAFAN81_OF12v1236_A,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
592,,,FRDAFAN81_OF12v1237_A,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
593,,,FRDAFAN81_OF12v1238_A,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
594,,,FRDAFAN81_OF12v1240_A,,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
595,,,FRDAFAN81_OF12v1242_A,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
596,,,FRDAFAN81_OF12v1243_A,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
597,,,FRDAFAN81_OF12v1244_A,,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
598,,,FRDAFAN81_OF12v1245_A,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
599,,,FRDAFAN81_OF12v1246_A,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
600,,,FRDAFAN81_OF12v1247_A,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
601,,,FRDAFAN81_OF12v1248_A,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
602,,,FRDAFAN81_OF12v1249_A,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
603,,,FRDAFAN81_OF12v1250_A,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
604,,,FRDAFAN81_OF12v1251_A,,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
605,,,FRDAFAN81_OF12v1252_A,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
606,,,FRDAFAN81_OF12v1253_A,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
607,,,FRDAFAN81_OF12v1254_A,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
608,,,FRDAFAN81_OF12v1255_A,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
609,,,FRDAFAN81_OF12v1256_A,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
610,,,FRDAFAN81_OF12v1257_A,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
611,,,FRDAFAN81_OF12v1258_A,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
612,,,FRDAFAN81_OF12v1259_A,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
613,,,FRDAFAN81_OF12v1260_A,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
614,,,FRDAFAN81_OF12v1261_A,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
615,,,FRDAFAN81_OF12v1262_A,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
616,,,FRDAFAN81_OF12v1263_A,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
617,,,FRDAFAN81_OF12v1264_A,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
618,,,FRDAFAN81_OF12v1265_A,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
619,,,FRDAFAN81_OF12v1266_A,,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
620,,,FRDAFAN81_OF12v1267_A,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
621,,,FRDAFAN81_OF12v1268_A,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
622,,,FRDAFAN81_OF12v1269_A,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
623,,,FRDAFAN81_OF12v1270_A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
624,,,FRDAFAN81_OF12v1271_A,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
625,,,FRDAFAN81_OF12v1273_A,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
626,,,FRDAFAN81_OF12v1274_A,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
627,,,FRDAFAN81_OF12v1275_A,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
628,,,FRDAFAN81_OF12v1276_A,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
629,,,FRDAFAN81_OF12v1277_A,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
630,,,FRDAFAN81_OF12v1278_A,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
632,,,FRDAFAN81_OF12v1280_A,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
633,,,FRDAFAN81_OF12v1281_A,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
634,,,FRDAFAN81_OF12v1282_A,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
635,,,FRDAFAN81_OF12v1283_A,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
636,,,FRDAFAN81_OF12v1284_A,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
637,,,FRDAFAN81_OF12v1285_A,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
638,,,FRDAFAN81_OF12v1286_A,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
639,,,FRDAFAN81_OF12v1287_A,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
640,,,FRDAFAN81_OF12v1288_A,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
641,,,FRDAFAN81_OF12v1292_A,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
642,,,FRDAFAN81_OF12v1309_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
643,,,FRDAFAN81_OF12v1310_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
646,,,FRDAFAN81_OF12v1313_A,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
647,,,FRDAFAN81_OF12v1314_A,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
648,,,FRDAFAN81_OF12v1315_A,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
650,,,FRDAFAN81_OF12v1317_A,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
651,,,FRDAFAN81_OF12v1318_A,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
652,,,FRDAFAN81_OF12v1319_A,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
653,,,FRDAFAN81_OF12v1321_A,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
654,,,FRDAFAN81_OF12v1322_A,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
655,,,FRDAFAN81_OF12v1323_A,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
657,,,FRDAFAN81_OF12v1325_A,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
659,,,FRDAFAN81_OF12v1328_A,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
660,,,FRDAFAN81_OF12v1329_A,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
662,,,FRDAFAN81_OF12v1331_A,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
663,,,FRDAFAN81_OF12v1332_A,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
664,,,FRDAFAN81_OF12v1333_A,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
665,,,FRDAFAN81_OF12v1334_A,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
666,,,FRDAFAN81_OF12v1335_A,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
667,,,FRDAFAN81_OF12v1337_A,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
668,,,FRDAFAN81_OF12v1338_A,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
669,,,FRDAFAN81_OF12v1343_A,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
670,,,FRDAFAN81_OF12v1344_A,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
671,,,FRDAFAN81_OF12v1346_A,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
672,,,FRDAFAN81_OF12v1347_A,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
673,,,FRDAFAN81_OF12v1348_A,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
674,,,FRDAFAN81_OF12v1349_A,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
675,,,FRDAFAN81_OF12v1350_A,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
676,,,FRDAFAN81_OF12v1352_A,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
677,,,FRDAFAN81_OF12v1354_A,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
678,,,FRDAFAN81_OF12v1355_A,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
679,,,FRDAFAN81_OF12v1356_A,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
680,,,FRDAFAN81_OF12v1357_A,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
681,,,FRDAFAN81_OF12v1358_A,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
682,,,FRDAFAN81_OF12v1359_A,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
683,,,FRDAFAN81_OF12v1360_A,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
684,,,FRDAFAN81_OF12v1362_A,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
685,,,FRDAFAN81_OF12v1363_A,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
686,,,FRDAFAN81_OF12v1364_A,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
687,,,FRDAFAN81_OF12v1365_A,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
688,,,FRDAFAN81_OF12v1366_A,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
689,,,FRDAFAN81_OF12v1368_A,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
690,,,FRDAFAN81_OF12v1369_A,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
691,,,FRDAFAN81_OF12v1370_A,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
692,,,FRDAFAN81_OF12v1371_A,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
693,,,FRDAFAN81_OF12v1372_A,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
694,,,FRDAFAN81_OF12v1374_A,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
695,,,FRDAFAN81_OF12v1375_A,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
696,,,FRDAFAN81_OF12v1376_A,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
697,,,FRDAFAN81_OF12v1377_A,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
